,Antecedent,Consequent,Confidence_score
13797,"('538783',)","('12/14/2010 11:38', '14961.0')",1.0
13798,"('12/14/2010 11:38',)","('14961.0', '538783')",1.0
13799,"('12/14/2010 11:38', '14961.0')","('538783',)",1.0
13800,"('12/14/2010 11:38', '538783')","('14961.0',)",1.0
13801,"('14961.0', '538783')","('12/14/2010 11:38',)",1.0
13802,"('538855',)","('12/14/2010 13:50', '16503.0')",1.0
13803,"('12/14/2010 13:50',)","('16503.0', '538855')",1.0
13804,"('12/14/2010 13:50', '16503.0')","('538855',)",1.0
13805,"('12/14/2010 13:50', '538855')","('16503.0',)",1.0
13806,"('16503.0', '538855')","('12/14/2010 13:50',)",1.0
13807,"('84673B',)","('0.65', 'BLUE FLY SWAT')",0.9666666666666667
13808,"('BLUE FLY SWAT',)","('0.65', '84673B')",0.9666666666666667
13809,"('0.65', '84673B')","('BLUE FLY SWAT',)",1.0
13810,"('0.65', 'BLUE FLY SWAT')","('84673B',)",1.0
13811,"('84673B', 'BLUE FLY SWAT')","('0.65',)",0.9666666666666667
13812,"('538995',)","('12/15/2010 12:05', '13458.0')",1.0
13813,"('12/15/2010 12:05', '13458.0')","('538995',)",1.0
13814,"('12/15/2010 12:05', '538995')","('13458.0',)",1.0
13815,"('13458.0', '538995')","('12/15/2010 12:05',)",1.0
13816,"('539181',)","('12/16/2010 11:51', '12748.0')",1.0
13817,"('1', '539181')","('12/16/2010 11:51', '12748.0')",1.0
13818,"('12/16/2010 11:51',)","('12748.0', '539181')",1.0
13819,"('12/16/2010 11:51', '12748.0')","('539181',)",1.0
13820,"('12/16/2010 11:51', '539181')","('12748.0',)",1.0
13821,"('12748.0', '539181')","('12/16/2010 11:51',)",1.0
13822,"('1', '12/16/2010 11:51')","('12748.0', '539181')",1.0
13823,"('1', '12/16/2010 11:51', '12748.0')","('539181',)",1.0
13824,"('1', '12/16/2010 11:51', '539181')","('12748.0',)",1.0
13825,"('1', '12748.0', '539181')","('12/16/2010 11:51',)",1.0
13826,"('539211',)","('12/16/2010 12:15', '16743.0')",1.0
13827,"('12/16/2010 12:15',)","('16743.0', '539211')",1.0
13828,"('12/16/2010 12:15', '16743.0')","('539211',)",1.0
13829,"('12/16/2010 12:15', '539211')","('16743.0',)",1.0
13830,"('16743.0', '539211')","('12/16/2010 12:15',)",1.0
13831,"('18176.0',)","('12/16/2010 15:45',)",0.9090909090909091
13832,"('539281',)","('12/16/2010 15:45', '18176.0')",1.0
13833,"('12/16/2010 15:45',)","('18176.0',)",0.8333333333333334
13834,"('12/16/2010 15:45', '18176.0')","('539281',)",1.0
13835,"('12/16/2010 15:45', '539281')","('18176.0',)",1.0
13836,"('18176.0', '539281')","('12/16/2010 15:45',)",1.0
13837,"('539446',)","('12/17/2010 15:58', '12705.0')",1.0
13838,"('12/17/2010 15:58',)","('12705.0', '539446')",1.0
13839,"('12/17/2010 15:58', '12705.0')","('539446',)",1.0
13840,"('12/17/2010 15:58', '539446')","('12705.0',)",1.0
13841,"('12705.0', '539446')","('12/17/2010 15:58',)",1.0
13842,"('539501',)","('12/20/2010 11:08', '17085.0')",1.0
13843,"('12/20/2010 11:08',)","('17085.0', '539501')",1.0
13844,"('12/20/2010 11:08', '17085.0')","('539501',)",1.0
13845,"('12/20/2010 11:08', '539501')","('17085.0',)",1.0
13846,"('17085.0', '539501')","('12/20/2010 11:08',)",1.0
13847,"('540031',)","('1/4/2011 13:50', '17975.0')",1.0
13848,"('1/4/2011 13:50', '17975.0')","('540031',)",1.0
13849,"('1/4/2011 13:50', '540031')","('17975.0',)",1.0
13850,"('17975.0', '540031')","('1/4/2011 13:50',)",1.0
13851,"('540511',)","('1/9/2011 11:34', '14472.0')",1.0
13852,"('1/9/2011 11:34',)","('14472.0', '540511')",1.0
13853,"('1/9/2011 11:34', '14472.0')","('540511',)",1.0
13854,"('1/9/2011 11:34', '540511')","('14472.0',)",1.0
13855,"('14472.0', '540511')","('1/9/2011 11:34',)",1.0
13856,"('541214',)","('1/14/2011 13:41', '15570.0')",1.0
13857,"('1/14/2011 13:41',)","('15570.0', '541214')",1.0
13858,"('1/14/2011 13:41', '15570.0')","('541214',)",1.0
13859,"('1/14/2011 13:41', '541214')","('15570.0',)",1.0
13860,"('15570.0', '541214')","('1/14/2011 13:41',)",1.0
13861,"('541260',)","('1/16/2011 15:44', '16059.0')",1.0
13862,"('1/16/2011 15:44',)","('16059.0', '541260')",1.0
13863,"('1/16/2011 15:44', '16059.0')","('541260',)",1.0
13864,"('1/16/2011 15:44', '541260')","('16059.0',)",1.0
13865,"('16059.0', '541260')","('1/16/2011 15:44',)",1.0
13866,"('541566',)","('1/19/2011 11:50', '17722.0')",1.0
13867,"('1/19/2011 11:50',)","('17722.0', '541566')",1.0
13868,"('1/19/2011 11:50', '17722.0')","('541566',)",1.0
13869,"('1/19/2011 11:50', '541566')","('17722.0',)",1.0
13870,"('17722.0', '541566')","('1/19/2011 11:50',)",1.0
13871,"('542147',)","('1/26/2011 10:02', '12782.0')",1.0
13872,"('1/26/2011 10:02',)","('12782.0', '542147')",1.0
13873,"('1/26/2011 10:02', '12782.0')","('542147',)",1.0
13874,"('1/26/2011 10:02', '542147')","('12782.0',)",1.0
13875,"('12782.0', '542147')","('1/26/2011 10:02',)",1.0
13876,"('542269',)","('1/27/2011 9:33', '14442.0')",1.0
13877,"('1/27/2011 9:33',)","('14442.0', '542269')",1.0
13878,"('1/27/2011 9:33', '14442.0')","('542269',)",1.0
13879,"('1/27/2011 9:33', '542269')","('14442.0',)",1.0
13880,"('14442.0', '542269')","('1/27/2011 9:33',)",1.0
13881,"('542578',)","('1/28/2011 14:57', '13709.0')",1.0
13882,"('1/28/2011 14:57',)","('13709.0', '542578')",1.0
13883,"('1/28/2011 14:57', '13709.0')","('542578',)",1.0
13884,"('1/28/2011 14:57', '542578')","('13709.0',)",1.0
13885,"('13709.0', '542578')","('1/28/2011 14:57',)",1.0
13886,"('542601',)","('1/30/2011 11:52', '16897.0')",1.0
13887,"('1/30/2011 11:52',)","('16897.0', '542601')",1.0
13888,"('1/30/2011 11:52', '16897.0')","('542601',)",1.0
13889,"('1/30/2011 11:52', '542601')","('16897.0',)",1.0
13890,"('16897.0', '542601')","('1/30/2011 11:52',)",1.0
13891,"('542881',)","('14587.0', '2/1/2011 12:54')",1.0
13892,"('2/1/2011 12:54',)","('14587.0', '542881')",1.0
13893,"('14587.0', '2/1/2011 12:54')","('542881',)",1.0
13894,"('14587.0', '542881')","('2/1/2011 12:54',)",1.0
13895,"('2/1/2011 12:54', '542881')","('14587.0',)",1.0
13896,"('542886',)","('16515.0', '2/1/2011 13:09')",1.0
13897,"('2/1/2011 13:09',)","('16515.0', '542886')",1.0
13898,"('16515.0', '2/1/2011 13:09')","('542886',)",1.0
13899,"('16515.0', '542886')","('2/1/2011 13:09',)",1.0
13900,"('2/1/2011 13:09', '542886')","('16515.0',)",1.0
13901,"('543006',)","('17975.0', '2/2/2011 12:53')",1.0
13902,"('1', '543006')","('17975.0', '2/2/2011 12:53')",1.0
13903,"('2/2/2011 12:53',)","('17975.0', '543006')",1.0
13904,"('17975.0', '2/2/2011 12:53')","('543006',)",1.0
13905,"('17975.0', '543006')","('2/2/2011 12:53',)",1.0
13906,"('2/2/2011 12:53', '543006')","('17975.0',)",1.0
13907,"('1', '2/2/2011 12:53')","('17975.0', '543006')",1.0
13908,"('1', '17975.0', '2/2/2011 12:53')","('543006',)",1.0
13909,"('1', '17975.0', '543006')","('2/2/2011 12:53',)",1.0
13910,"('1', '2/2/2011 12:53', '543006')","('17975.0',)",1.0
13911,"('15058C',)","('ICE CREAM DESIGN GARDEN PARASOL',)",1.0
13912,"('ICE CREAM DESIGN GARDEN PARASOL',)","('15058C',)",1.0
13913,"('543251',)","('14194.0', '2/4/2011 14:51')",1.0
13914,"('2/4/2011 14:51',)","('14194.0', '543251')",1.0
13915,"('14194.0', '2/4/2011 14:51')","('543251',)",1.0
13916,"('14194.0', '543251')","('2/4/2011 14:51',)",1.0
13917,"('2/4/2011 14:51', '543251')","('14194.0',)",1.0
13918,"('543619',)","('16842.0', '2/10/2011 14:51')",1.0
13919,"('2/10/2011 14:51',)","('16842.0', '543619')",1.0
13920,"('16842.0', '2/10/2011 14:51')","('543619',)",1.0
13921,"('16842.0', '543619')","('2/10/2011 14:51',)",1.0
13922,"('2/10/2011 14:51', '543619')","('16842.0',)",1.0
13923,"('543736',)","('15044.0', '2/11/2011 12:36')",1.0
13924,"('2/11/2011 12:36',)","('15044.0', '543736')",1.0
13925,"('15044.0', '2/11/2011 12:36')","('543736',)",1.0
13926,"('15044.0', '543736')","('2/11/2011 12:36',)",1.0
13927,"('2/11/2011 12:36', '543736')","('15044.0',)",1.0
13928,"('543900',)","('12621.0', '2/14/2011 12:11')",1.0
13929,"('2/14/2011 12:11',)","('12621.0', '543900')",1.0
13930,"('12621.0', '2/14/2011 12:11')","('543900',)",1.0
13931,"('12621.0', '543900')","('2/14/2011 12:11',)",1.0
13932,"('2/14/2011 12:11', '543900')","('12621.0',)",1.0
13933,"('17829.0',)","('2/14/2011 12:46', '543911')",1.0
13934,"('543911',)","('17829.0', '2/14/2011 12:46')",1.0
13935,"('2/14/2011 12:46',)","('17829.0', '543911')",1.0
13936,"('17829.0', '2/14/2011 12:46')","('543911',)",1.0
13937,"('17829.0', '543911')","('2/14/2011 12:46',)",1.0
13938,"('2/14/2011 12:46', '543911')","('17829.0',)",1.0
13939,"('544071',)","('16317.0', '2/15/2011 14:30')",1.0
13940,"('2/15/2011 14:30',)","('16317.0', '544071')",1.0
13941,"('16317.0', '2/15/2011 14:30')","('544071',)",1.0
13942,"('16317.0', '544071')","('2/15/2011 14:30',)",1.0
13943,"('2/15/2011 14:30', '544071')","('16317.0',)",1.0
13944,"('544191',)","('13089.0', '2/16/2011 16:57')",1.0
13945,"('2/16/2011 16:57',)","('13089.0', '544191')",1.0
13946,"('13089.0', '2/16/2011 16:57')","('544191',)",1.0
13947,"('13089.0', '544191')","('2/16/2011 16:57',)",1.0
13948,"('2/16/2011 16:57', '544191')","('13089.0',)",1.0
13949,"('545022',)","('12921.0', '2/25/2011 14:24')",1.0
13950,"('2/25/2011 14:24',)","('12921.0', '545022')",1.0
13951,"('12921.0', '2/25/2011 14:24')","('545022',)",1.0
13952,"('12921.0', '545022')","('2/25/2011 14:24',)",1.0
13953,"('2/25/2011 14:24', '545022')","('12921.0',)",1.0
13954,"('545221',)","('14740.0', '3/1/2011 8:35')",1.0
13955,"('3/1/2011 8:35',)","('14740.0', '545221')",1.0
13956,"('14740.0', '3/1/2011 8:35')","('545221',)",1.0
13957,"('14740.0', '545221')","('3/1/2011 8:35',)",1.0
13958,"('3/1/2011 8:35', '545221')","('14740.0',)",1.0
13959,"('545289',)","('14732.0', '3/1/2011 11:55')",1.0
13960,"('3/1/2011 11:55',)","('14732.0', '545289')",1.0
13961,"('14732.0', '3/1/2011 11:55')","('545289',)",1.0
13962,"('14732.0', '545289')","('3/1/2011 11:55',)",1.0
13963,"('3/1/2011 11:55', '545289')","('14732.0',)",1.0
13964,"('16212.0',)","('3/1/2011 12:51', '545304')",0.9375
13965,"('545304',)","('16212.0', '3/1/2011 12:51')",1.0
13966,"('3/1/2011 12:51',)","('16212.0', '545304')",1.0
13967,"('16212.0', '3/1/2011 12:51')","('545304',)",1.0
13968,"('16212.0', '545304')","('3/1/2011 12:51',)",1.0
13969,"('3/1/2011 12:51', '545304')","('16212.0',)",1.0
13970,"('3/7/2011 13:37',)","('15498.0',)",0.9375
13971,"('545842',)","('15498.0', '3/7/2011 13:37')",1.0
13972,"('15498.0', '3/7/2011 13:37')","('545842',)",1.0
13973,"('15498.0', '545842')","('3/7/2011 13:37',)",1.0
13974,"('3/7/2011 13:37', '545842')","('15498.0',)",1.0
13975,"('546172',)","('14156.0', '3/10/2011 10:32')",1.0
13976,"('3/10/2011 10:32',)","('14156.0', '546172')",1.0
13977,"('14156.0', '3/10/2011 10:32')","('546172',)",1.0
13978,"('14156.0', '546172')","('3/10/2011 10:32',)",1.0
13979,"('3/10/2011 10:32', '546172')","('14156.0',)",1.0
13980,"('546246',)","('14841.0', '3/10/2011 13:28')",1.0
13981,"('3/10/2011 13:28',)","('14841.0', '546246')",1.0
13982,"('14841.0', '3/10/2011 13:28')","('546246',)",1.0
13983,"('14841.0', '546246')","('3/10/2011 13:28',)",1.0
13984,"('3/10/2011 13:28', '546246')","('14841.0',)",1.0
13985,"('546367',)","('15513.0', '3/11/2011 11:38')",1.0
13986,"('3/11/2011 11:38',)","('15513.0', '546367')",1.0
13987,"('15513.0', '3/11/2011 11:38')","('546367',)",1.0
13988,"('15513.0', '546367')","('3/11/2011 11:38',)",1.0
13989,"('3/11/2011 11:38', '546367')","('15513.0',)",1.0
13990,"('546541',)","('14911.0', '3/14/2011 15:11')",1.0
13991,"('3/14/2011 15:11',)","('14911.0', '546541')",1.0
13992,"('14911.0', '3/14/2011 15:11')","('546541',)",1.0
13993,"('14911.0', '546541')","('3/14/2011 15:11',)",1.0
13994,"('3/14/2011 15:11', '546541')","('14911.0',)",1.0
13995,"('546643',)","('16214.0', '3/15/2011 13:23')",1.0
13996,"('3/15/2011 13:23',)","('16214.0', '546643')",1.0
13997,"('16214.0', '3/15/2011 13:23')","('546643',)",1.0
13998,"('16214.0', '546643')","('3/15/2011 13:23',)",1.0
13999,"('3/15/2011 13:23', '546643')","('16214.0',)",1.0
14000,"('546760',)","('12597.0', '3/16/2011 14:00')",1.0
14001,"('3/16/2011 14:00',)","('12597.0', '546760')",1.0
14002,"('12597.0', '3/16/2011 14:00')","('546760',)",1.0
14003,"('12597.0', '546760')","('3/16/2011 14:00',)",1.0
14004,"('3/16/2011 14:00', '546760')","('12597.0',)",1.0
14005,"('546855',)","('18168.0', '3/17/2011 13:58')",1.0
14006,"('3/17/2011 13:58',)","('18168.0', '546855')",1.0
14007,"('18168.0', '3/17/2011 13:58')","('546855',)",1.0
14008,"('18168.0', '546855')","('3/17/2011 13:58',)",1.0
14009,"('3/17/2011 13:58', '546855')","('18168.0',)",1.0
14010,"('546856',)","('15433.0', '3/17/2011 14:12')",1.0
14011,"('3/17/2011 14:12',)","('15433.0', '546856')",1.0
14012,"('15433.0', '3/17/2011 14:12')","('546856',)",1.0
14013,"('15433.0', '546856')","('3/17/2011 14:12',)",1.0
14014,"('3/17/2011 14:12', '546856')","('15433.0',)",1.0
14015,"('547066',)","('12921.0', '3/20/2011 13:41')",1.0
14016,"('3/20/2011 13:41',)","('12921.0', '547066')",1.0
14017,"('12921.0', '3/20/2011 13:41')","('547066',)",1.0
14018,"('12921.0', '547066')","('3/20/2011 13:41',)",1.0
14019,"('3/20/2011 13:41', '547066')","('12921.0',)",1.0
14020,"('547073',)","('17211.0', '3/20/2011 14:23')",1.0
14021,"('3/20/2011 14:23',)","('17211.0', '547073')",1.0
14022,"('17211.0', '3/20/2011 14:23')","('547073',)",1.0
14023,"('17211.0', '547073')","('3/20/2011 14:23',)",1.0
14024,"('3/20/2011 14:23', '547073')","('17211.0',)",1.0
14025,"('547652',)","('1', '14606.0', '3/24/2011 12:15')",0.8666666666666667
14026,"('1', '547652')","('14606.0', '3/24/2011 12:15')",1.0
14027,"('14606.0', '547652')","('1', '3/24/2011 12:15')",0.8666666666666667
14028,"('3/24/2011 12:15',)","('1', '14606.0', '547652')",0.8666666666666667
14029,"('14606.0', '3/24/2011 12:15')","('1', '547652')",0.8666666666666667
14030,"('3/24/2011 12:15', '547652')","('1', '14606.0')",0.8666666666666667
14031,"('1', '3/24/2011 12:15')","('14606.0', '547652')",1.0
14032,"('1', '14606.0', '3/24/2011 12:15')","('547652',)",1.0
14033,"('1', '14606.0', '547652')","('3/24/2011 12:15',)",1.0
14034,"('1', '3/24/2011 12:15', '547652')","('14606.0',)",1.0
14035,"('14606.0', '3/24/2011 12:15', '547652')","('1',)",0.8666666666666667
14036,"('547666',)","('14235.0', '3/24/2011 13:23')",1.0
14037,"('3/24/2011 13:23',)","('14235.0', '547666')",1.0
14038,"('14235.0', '3/24/2011 13:23')","('547666',)",1.0
14039,"('14235.0', '547666')","('3/24/2011 13:23',)",1.0
14040,"('3/24/2011 13:23', '547666')","('14235.0',)",1.0
14041,"('547667',)","('16700.0', '3/24/2011 13:25')",1.0
14042,"('3/24/2011 13:25',)","('16700.0', '547667')",1.0
14043,"('16700.0', '3/24/2011 13:25')","('547667',)",1.0
14044,"('16700.0', '547667')","('3/24/2011 13:25',)",1.0
14045,"('3/24/2011 13:25', '547667')","('16700.0',)",1.0
14046,"('547887',)","('16245.0', '3/28/2011 9:30')",1.0
14047,"('3/28/2011 9:30',)","('16245.0', '547887')",1.0
14048,"('16245.0', '3/28/2011 9:30')","('547887',)",1.0
14049,"('16245.0', '547887')","('3/28/2011 9:30',)",1.0
14050,"('3/28/2011 9:30', '547887')","('16245.0',)",1.0
14051,"('548258',)","('14146.0', '3/30/2011 11:04')",1.0
14052,"('3/30/2011 11:04',)","('14146.0', '548258')",1.0
14053,"('14146.0', '3/30/2011 11:04')","('548258',)",1.0
14054,"('14146.0', '548258')","('3/30/2011 11:04',)",1.0
14055,"('3/30/2011 11:04', '548258')","('14146.0',)",1.0
14056,"('4/6/2011 10:07',)","('17783.0',)",0.8571428571428571
14057,"('549047',)","('17783.0', '4/6/2011 10:07')",1.0
14058,"('17783.0', '4/6/2011 10:07')","('549047',)",1.0
14059,"('17783.0', '549047')","('4/6/2011 10:07',)",1.0
14060,"('4/6/2011 10:07', '549047')","('17783.0',)",1.0
14061,"('549746',)","('15251.0', '4/12/2011 10:38')",1.0
14062,"('4/12/2011 10:38',)","('15251.0', '549746')",1.0
14063,"('15251.0', '4/12/2011 10:38')","('549746',)",1.0
14064,"('15251.0', '549746')","('4/12/2011 10:38',)",1.0
14065,"('4/12/2011 10:38', '549746')","('15251.0',)",1.0
14066,"('549813',)","('1', '17972.0', '4/12/2011 12:16')",0.9333333333333333
14067,"('17972.0',)","('1', '4/12/2011 12:16', '549813')",0.9333333333333333
14068,"('1', '17972.0')","('4/12/2011 12:16', '549813')",1.0
14069,"('1', '549813')","('17972.0', '4/12/2011 12:16')",1.0
14070,"('17972.0', '549813')","('1', '4/12/2011 12:16')",0.9333333333333333
14071,"('4/12/2011 12:16',)","('1', '17972.0', '549813')",0.9333333333333333
14072,"('17972.0', '4/12/2011 12:16')","('1', '549813')",0.9333333333333333
14073,"('4/12/2011 12:16', '549813')","('1', '17972.0')",0.9333333333333333
14074,"('1', '4/12/2011 12:16')","('17972.0', '549813')",1.0
14075,"('1', '17972.0', '4/12/2011 12:16')","('549813',)",1.0
14076,"('1', '17972.0', '549813')","('4/12/2011 12:16',)",1.0
14077,"('1', '4/12/2011 12:16', '549813')","('17972.0',)",1.0
14078,"('17972.0', '4/12/2011 12:16', '549813')","('1',)",0.9333333333333333
14079,"('549966',)","('16224.0', '4/13/2011 14:17')",1.0
14080,"('16224.0', '4/13/2011 14:17')","('549966',)",1.0
14081,"('16224.0', '549966')","('4/13/2011 14:17',)",1.0
14082,"('4/13/2011 14:17', '549966')","('16224.0',)",1.0
14083,"('12', '4/13/2011 14:17')","('16224.0',)",1.0
14084,"('12', '549966')","('16224.0', '4/13/2011 14:17')",1.0
14085,"('12', '16224.0', '4/13/2011 14:17')","('549966',)",1.0
14086,"('12', '16224.0', '549966')","('4/13/2011 14:17',)",1.0
14087,"('12', '4/13/2011 14:17', '549966')","('16224.0',)",1.0
14088,"('4/17/2011 12:38',)","('12748.0', '550320')",1.0
14089,"('12748.0', '4/17/2011 12:38')","('550320',)",1.0
14090,"('4/17/2011 12:38', '550320')","('12748.0',)",1.0
14091,"('550322',)","('1', '14524.0', '4/17/2011 12:53')",0.9
14092,"('1', '550322')","('14524.0', '4/17/2011 12:53')",1.0
14093,"('14524.0', '550322')","('1', '4/17/2011 12:53')",0.9
14094,"('4/17/2011 12:53',)","('1', '14524.0', '550322')",0.9
14095,"('14524.0', '4/17/2011 12:53')","('1', '550322')",0.9
14096,"('4/17/2011 12:53', '550322')","('1', '14524.0')",0.9
14097,"('1', '4/17/2011 12:53')","('14524.0', '550322')",1.0
14098,"('1', '14524.0', '4/17/2011 12:53')","('550322',)",1.0
14099,"('1', '14524.0', '550322')","('4/17/2011 12:53',)",1.0
14100,"('1', '4/17/2011 12:53', '550322')","('14524.0',)",1.0
14101,"('14524.0', '4/17/2011 12:53', '550322')","('1',)",0.9
14102,"('550519',)","('13141.0', '4/19/2011 9:31')",1.0
14103,"('4/19/2011 9:31',)","('13141.0', '550519')",1.0
14104,"('13141.0', '4/19/2011 9:31')","('550519',)",1.0
14105,"('13141.0', '550519')","('4/19/2011 9:31',)",1.0
14106,"('4/19/2011 9:31', '550519')","('13141.0',)",1.0
14107,"('550890',)","('14711.0', '4/21/2011 12:00')",1.0
14108,"('4/21/2011 12:00',)","('14711.0', '550890')",1.0
14109,"('14711.0', '4/21/2011 12:00')","('550890',)",1.0
14110,"('14711.0', '550890')","('4/21/2011 12:00',)",1.0
14111,"('4/21/2011 12:00', '550890')","('14711.0',)",1.0
14112,"('550915',)","('13263.0', '4/21/2011 13:30')",1.0
14113,"('4/21/2011 13:30',)","('13263.0', '550915')",1.0
14114,"('13263.0', '4/21/2011 13:30')","('550915',)",1.0
14115,"('13263.0', '550915')","('4/21/2011 13:30',)",1.0
14116,"('4/21/2011 13:30', '550915')","('13263.0',)",1.0
14117,"('551192',)","('16188.0', '4/27/2011 10:54')",1.0
14118,"('4/27/2011 10:54',)","('16188.0', '551192')",1.0
14119,"('16188.0', '4/27/2011 10:54')","('551192',)",1.0
14120,"('16188.0', '551192')","('4/27/2011 10:54',)",1.0
14121,"('4/27/2011 10:54', '551192')","('16188.0',)",1.0
14122,"('551275',)","('13285.0', '4/27/2011 13:03')",1.0
14123,"('4/27/2011 13:03',)","('13285.0', '551275')",1.0
14124,"('13285.0', '4/27/2011 13:03')","('551275',)",1.0
14125,"('13285.0', '551275')","('4/27/2011 13:03',)",1.0
14126,"('4/27/2011 13:03', '551275')","('13285.0',)",1.0
14127,"('551399',)","('17874.0', '4/28/2011 13:17')",1.0
14128,"('4/28/2011 13:17',)","('17874.0', '551399')",1.0
14129,"('17874.0', '4/28/2011 13:17')","('551399',)",1.0
14130,"('17874.0', '551399')","('4/28/2011 13:17',)",1.0
14131,"('4/28/2011 13:17', '551399')","('17874.0',)",1.0
14132,"('551518',)","('15708.0', '5/1/2011 11:36')",1.0
14133,"('5/1/2011 11:36',)","('15708.0', '551518')",1.0
14134,"('15708.0', '5/1/2011 11:36')","('551518',)",1.0
14135,"('15708.0', '551518')","('5/1/2011 11:36',)",1.0
14136,"('5/1/2011 11:36', '551518')","('15708.0',)",1.0
14137,"('551869',)","('16767.0', '5/4/2011 16:36')",1.0
14138,"('5/4/2011 16:36',)","('16767.0', '551869')",1.0
14139,"('16767.0', '5/4/2011 16:36')","('551869',)",1.0
14140,"('16767.0', '551869')","('5/4/2011 16:36',)",1.0
14141,"('5/4/2011 16:36', '551869')","('16767.0',)",1.0
14142,"('552005',)","('15491.0', '5/5/2011 16:34')",1.0
14143,"('5/5/2011 16:34',)","('15491.0', '552005')",1.0
14144,"('15491.0', '5/5/2011 16:34')","('552005',)",1.0
14145,"('15491.0', '552005')","('5/5/2011 16:34',)",1.0
14146,"('5/5/2011 16:34', '552005')","('15491.0',)",1.0
14147,"('552364',)","('13004.0', '5/9/2011 12:25')",1.0
14148,"('13004.0', '5/9/2011 12:25')","('552364',)",1.0
14149,"('13004.0', '552364')","('5/9/2011 12:25',)",1.0
14150,"('5/9/2011 12:25', '552364')","('13004.0',)",1.0
14151,"('552560',)","('17581.0', '5/10/2011 11:48')",1.0
14152,"('5/10/2011 11:48',)","('17581.0', '552560')",1.0
14153,"('17581.0', '5/10/2011 11:48')","('552560',)",1.0
14154,"('17581.0', '552560')","('5/10/2011 11:48',)",1.0
14155,"('5/10/2011 11:48', '552560')","('17581.0',)",1.0
14156,"('552631',)","('12684.0', '5/10/2011 12:55')",1.0
14157,"('5/10/2011 12:55',)","('12684.0', '552631')",1.0
14158,"('12684.0', '5/10/2011 12:55')","('552631',)",1.0
14159,"('12684.0', '552631')","('5/10/2011 12:55',)",1.0
14160,"('5/10/2011 12:55', '552631')","('12684.0',)",1.0
14161,"('552730',)","('16837.0', '5/11/2011 10:42')",1.0
14162,"('5/11/2011 10:42',)","('16837.0', '552730')",1.0
14163,"('16837.0', '5/11/2011 10:42')","('552730',)",1.0
14164,"('16837.0', '552730')","('5/11/2011 10:42',)",1.0
14165,"('5/11/2011 10:42', '552730')","('16837.0',)",1.0
14166,"('552817',)","('13136.0', '5/11/2011 12:47')",1.0
14167,"('13136.0', '5/11/2011 12:47')","('552817',)",1.0
14168,"('13136.0', '552817')","('5/11/2011 12:47',)",1.0
14169,"('5/11/2011 12:47', '552817')","('13136.0',)",1.0
14170,"('553054',)","('17886.0', '5/13/2011 10:22')",1.0
14171,"('5/13/2011 10:22',)","('17886.0', '553054')",1.0
14172,"('17886.0', '5/13/2011 10:22')","('553054',)",1.0
14173,"('17886.0', '553054')","('5/13/2011 10:22',)",1.0
14174,"('5/13/2011 10:22', '553054')","('17886.0',)",1.0
14175,"('553228',)","('16496.0', '5/16/2011 10:48')",1.0
14176,"('5/16/2011 10:48',)","('16496.0', '553228')",1.0
14177,"('16496.0', '5/16/2011 10:48')","('553228',)",1.0
14178,"('16496.0', '553228')","('5/16/2011 10:48',)",1.0
14179,"('5/16/2011 10:48', '553228')","('16496.0',)",1.0
14180,"('14489.0',)","('5/16/2011 14:51', '553374')",1.0
14181,"('553374',)","('14489.0', '5/16/2011 14:51')",1.0
14182,"('10', '14489.0')","('5/16/2011 14:51', '553374')",1.0
14183,"('10', '553374')","('14489.0', '5/16/2011 14:51')",1.0
14184,"('5/16/2011 14:51',)","('14489.0', '553374')",1.0
14185,"('14489.0', '5/16/2011 14:51')","('553374',)",1.0
14186,"('14489.0', '553374')","('5/16/2011 14:51',)",1.0
14187,"('5/16/2011 14:51', '553374')","('14489.0',)",1.0
14188,"('10', '5/16/2011 14:51')","('14489.0', '553374')",1.0
14189,"('10', '14489.0', '5/16/2011 14:51')","('553374',)",1.0
14190,"('10', '14489.0', '553374')","('5/16/2011 14:51',)",1.0
14191,"('10', '5/16/2011 14:51', '553374')","('14489.0',)",1.0
14192,"('5/17/2011 16:23',)","('17702.0',)",0.967741935483871
14193,"('553552',)","('17702.0', '5/17/2011 16:23')",1.0
14194,"('17702.0', '5/17/2011 16:23')","('553552',)",1.0
14195,"('17702.0', '553552')","('5/17/2011 16:23',)",1.0
14196,"('5/17/2011 16:23', '553552')","('17702.0',)",1.0
14197,"('553707',)","('16843.0', '5/18/2011 15:26')",1.0
14198,"('5/18/2011 15:26',)","('16843.0', '553707')",1.0
14199,"('16843.0', '5/18/2011 15:26')","('553707',)",1.0
14200,"('16843.0', '553707')","('5/18/2011 15:26',)",1.0
14201,"('5/18/2011 15:26', '553707')","('16843.0',)",1.0
14202,"('553828',)","('17865.0', '5/19/2011 11:24')",1.0
14203,"('5/19/2011 11:24',)","('17865.0', '553828')",1.0
14204,"('17865.0', '5/19/2011 11:24')","('553828',)",1.0
14205,"('17865.0', '553828')","('5/19/2011 11:24',)",1.0
14206,"('5/19/2011 11:24', '553828')","('17865.0',)",1.0
14207,"('553869',)","('15394.0', '5/19/2011 14:27')",1.0
14208,"('5/19/2011 14:27',)","('15394.0', '553869')",1.0
14209,"('15394.0', '5/19/2011 14:27')","('553869',)",1.0
14210,"('15394.0', '553869')","('5/19/2011 14:27',)",1.0
14211,"('5/19/2011 14:27', '553869')","('15394.0',)",1.0
14212,"('553901',)","('14911.0', '5/19/2011 17:48')",1.0
